customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,has_tech_support,has_online_security,num_support_tickets,avg_monthly_usage,churn
CUST-1160,59,63.84,3766.5600000000004,One Year,Bank transfer,0,1,2,80,0
CUST-1161,19,115.41,2192.79,One Year,Electronic check,1,0,1,108,1
CUST-1162,41,24.39,999.99,Month-to-month,Electronic check,0,0,1,83,0
CUST-1163,52,94.88,4933.76,Month-to-month,Mailed check,1,0,2,115,0
CUST-1164,64,64.55,4131.2,Month-to-month,Mailed check,0,0,0,114,1
CUST-1165,57,75.89,4325.7300000000005,Month-to-month,Electronic check,1,1,2,38,1
CUST-1166,15,40.5,607.5,Month-to-month,Credit card,0,0,2,80,0
CUST-1167,68,91.94,6251.92,Month-to-month,Electronic check,1,0,1,79,1
CUST-1168,17,56.01,952.17,One Year,Mailed check,1,0,1,87,1
CUST-1169,61,103.74,6328.139999999999,Month-to-month,Electronic check,0,1,0,107,0
CUST-1170,37,45.59,1686.8300000000002,Month-to-month,Electronic check,1,1,4,93,1
CUST-1171,68,103.67,7049.56,One Year,Electronic check,0,0,2,115,1
CUST-1172,6,91.78,550.6800000000001,Month-to-month,Electronic check,0,0,3,149,1
CUST-1173,45,74.22,3339.9,Month-to-month,Electronic check,0,1,0,145,0
CUST-1174,34,27.28,927.52,Month-to-month,Bank transfer,1,1,6,66,1
CUST-1175,51,38.9,1983.8999999999999,Two Year,Bank transfer,0,0,2,96,0
CUST-1176,19,42.58,809.02,Month-to-month,Credit card,0,1,3,114,0
CUST-1177,51,70.18,3579.1800000000003,One Year,Credit card,0,1,3,127,0
CUST-1178,49,39.0,1911.0,Month-to-month,Credit card,0,0,5,102,0
CUST-1179,2,32.79,65.58,Month-to-month,Electronic check,1,1,0,102,1
CUST-1180,47,87.64,4119.08,Two Year,Credit card,0,1,0,96,0
CUST-1181,29,114.34,3315.86,One Year,Electronic check,0,1,4,108,0
CUST-1182,8,53.02,424.16,Month-to-month,Bank transfer,0,0,1,122,0
CUST-1183,70,108.37,7585.900000000001,Month-to-month,Credit card,0,1,0,73,1
CUST-1184,31,73.57,2280.6699999999996,Two Year,Mailed check,0,0,2,118,0
CUST-1185,62,82.22,5097.64,Month-to-month,Bank transfer,1,1,1,111,0
CUST-1186,23,88.25,2029.75,One Year,Mailed check,1,1,0,120,0
CUST-1187,18,45.39,817.02,One Year,Credit card,0,1,1,102,0
CUST-1188,3,76.03,228.09,Month-to-month,Electronic check,0,1,1,134,0
CUST-1189,40,70.51,2820.4,One Year,Mailed check,1,1,1,154,1
CUST-1190,46,41.57,1912.22,One Year,Bank transfer,0,0,3,89,1
CUST-1191,60,34.72,2083.2,Month-to-month,Electronic check,1,1,0,48,1
CUST-1192,12,117.31,1407.72,Month-to-month,Electronic check,0,1,1,126,0
CUST-1193,24,72.61,1742.6399999999999,Two Year,Bank transfer,1,1,3,100,0
CUST-1194,72,98.48,7090.56,Month-to-month,Electronic check,1,1,3,126,0
CUST-1195,53,56.42,2990.26,One Year,Mailed check,0,1,2,113,0
CUST-1196,56,63.88,3577.28,Month-to-month,Electronic check,1,1,1,94,1
CUST-1197,2,98.86,197.72,One Year,Bank transfer,0,1,1,132,0
CUST-1198,58,33.65,1951.6999999999998,Month-to-month,Electronic check,1,0,0,77,1
CUST-1199,49,119.48,5854.52,Month-to-month,Electronic check,0,0,0,125,0
CUST-1200,35,84.13,2944.5499999999997,One Year,Credit card,1,1,2,58,0
CUST-1201,32,99.97,3199.04,One Year,Credit card,0,1,0,123,0
CUST-1202,8,59.18,473.44,Month-to-month,Electronic check,1,0,1,138,0
CUST-1203,31,39.45,1222.95,Two Year,Electronic check,1,0,1,94,0
CUST-1204,18,66.16,1190.8799999999999,Two Year,Electronic check,0,0,1,127,1
CUST-1205,52,84.23,4379.96,Month-to-month,Electronic check,0,0,4,39,1
CUST-1206,36,101.18,3642.4800000000005,Two Year,Credit card,0,1,2,113,0
CUST-1207,67,34.62,2319.54,One Year,Bank transfer,0,0,1,122,0
CUST-1208,69,108.85,7510.65,Month-to-month,Electronic check,1,1,3,104,0
CUST-1209,61,56.77,3462.9700000000003,Two Year,Credit card,1,1,0,121,0
CUST-1210,17,56.04,952.68,Month-to-month,Credit card,0,1,1,117,0
CUST-1211,48,103.89,4986.72,Month-to-month,Bank transfer,1,0,3,104,0
CUST-1212,58,82.89,4807.62,Month-to-month,Mailed check,0,1,0,100,0
CUST-1213,18,81.55,1467.8999999999999,Month-to-month,Credit card,0,1,4,100,0
CUST-1214,25,40.11,1002.75,Month-to-month,Credit card,1,1,3,105,1
CUST-1215,31,68.18,2113.5800000000004,Month-to-month,Mailed check,0,0,2,109,0
CUST-1216,38,28.34,1076.92,Month-to-month,Bank transfer,1,1,2,97,0
CUST-1217,41,106.66,4373.0599999999995,Two Year,Mailed check,1,1,0,110,0
CUST-1218,58,118.64,6881.12,Two Year,Bank transfer,1,1,2,85,0
CUST-1219,35,25.86,905.1,Two Year,Mailed check,0,1,1,118,0
CUST-1220,68,54.04,3674.72,Month-to-month,Credit card,1,0,2,104,0
CUST-1221,65,64.69,4204.849999999999,One Year,Electronic check,0,0,0,91,1
CUST-1222,14,48.79,683.06,One Year,Electronic check,0,0,2,90,0
CUST-1223,71,98.55,6997.05,One Year,Electronic check,1,0,1,96,0
CUST-1224,16,87.17,1394.72,Month-to-month,Electronic check,0,1,0,141,1
CUST-1225,13,83.32,1083.1599999999999,Two Year,Bank transfer,1,1,0,110,0
CUST-1226,23,108.73,2500.79,Month-to-month,Electronic check,1,1,2,73,0
CUST-1227,48,53.74,2579.52,One Year,Mailed check,0,0,0,98,0
CUST-1228,49,56.51,2768.99,Two Year,Credit card,0,0,2,113,0
CUST-1229,23,56.49,1299.27,Month-to-month,Electronic check,1,1,5,139,1
CUST-1230,6,33.12,198.71999999999997,Month-to-month,Electronic check,1,0,0,113,0
CUST-1231,53,105.77,5605.8099999999995,One Year,Electronic check,0,1,4,109,0
CUST-1232,38,55.37,2104.06,One Year,Electronic check,1,1,1,123,0
CUST-1233,44,69.11,3040.84,One Year,Electronic check,0,0,4,98,0
CUST-1234,27,75.33,2033.9099999999999,Month-to-month,Electronic check,0,1,1,75,0
CUST-1235,65,96.53,6274.45,Two Year,Electronic check,0,1,2,83,0
CUST-1236,71,113.76,8076.96,Two Year,Bank transfer,1,1,2,68,0
CUST-1237,42,92.94,3903.48,Month-to-month,Credit card,0,0,3,121,0
CUST-1238,70,46.96,3287.2000000000003,Month-to-month,Bank transfer,0,1,1,108,0
CUST-1239,27,62.9,1698.3,Month-to-month,Credit card,0,1,1,70,0
CUST-1240,3,69.47,208.41,One Year,Bank transfer,0,1,0,163,0
CUST-1241,48,35.19,1689.12,Month-to-month,Bank transfer,0,1,2,89,0
CUST-1242,30,78.95,2368.5,Month-to-month,Bank transfer,1,1,2,100,0
CUST-1243,27,102.69,2772.63,One Year,Electronic check,0,1,1,110,0
CUST-1244,37,47.11,1743.07,Two Year,Mailed check,0,0,2,43,0
CUST-1245,21,104.32,2190.72,Month-to-month,Electronic check,0,1,2,88,0
CUST-1246,54,114.22,6167.88,Month-to-month,Electronic check,0,0,4,81,1
CUST-1247,15,21.27,319.05,One Year,Bank transfer,0,0,0,142,0
CUST-1248,30,106.11,3183.3,Month-to-month,Credit card,1,1,0,127,1
CUST-1249,31,108.92,3376.52,One Year,Mailed check,1,0,4,64,0
CUST-1250,70,49.82,3487.4,Month-to-month,Credit card,1,0,2,57,0
CUST-1251,34,86.53,2942.02,One Year,Credit card,1,0,4,92,0
CUST-1252,6,30.27,181.62,Month-to-month,Credit card,1,0,0,131,1
CUST-1253,9,67.75,609.75,One Year,Mailed check,0,1,1,125,0
CUST-1254,30,112.07,3362.1,Month-to-month,Electronic check,0,0,0,97,1
CUST-1255,55,97.87,5382.85,Month-to-month,Credit card,1,0,1,76,0
CUST-1256,10,36.46,364.6,Two Year,Electronic check,0,0,3,101,1
CUST-1257,25,44.25,1106.25,One Year,Bank transfer,1,0,2,144,0
CUST-1258,48,62.03,2977.44,Month-to-month,Mailed check,1,0,3,116,1
CUST-1259,41,78.6,3222.6,One Year,Mailed check,0,1,0,107,0
CUST-1260,65,112.32,7300.799999999999,One Year,Bank transfer,0,0,3,119,1
CUST-1261,45,57.41,2583.45,Month-to-month,Credit card,1,0,0,106,0
CUST-1262,50,100.16,5008.0,One Year,Mailed check,1,1,3,98,0
CUST-1263,62,50.34,3121.0800000000004,Month-to-month,Electronic check,1,0,3,123,1
CUST-1264,27,107.99,2915.73,Month-to-month,Mailed check,0,1,0,107,0
CUST-1265,12,96.78,1161.3600000000001,Month-to-month,Electronic check,1,1,2,94,0
CUST-1266,13,36.89,479.57,One Year,Credit card,1,0,0,123,0
CUST-1267,20,76.97,1539.4,Month-to-month,Credit card,0,1,3,120,0
CUST-1268,10,49.37,493.7,Month-to-month,Electronic check,1,0,0,146,0
CUST-1269,8,107.59,860.72,Month-to-month,Mailed check,1,0,1,82,0
CUST-1270,7,82.58,578.06,One Year,Credit card,1,0,1,94,0
CUST-1271,43,104.39,4488.77,One Year,Mailed check,0,0,1,79,1
CUST-1272,50,61.0,3050.0,One Year,Bank transfer,1,0,2,70,0
CUST-1273,70,33.31,2331.7000000000003,One Year,Electronic check,0,0,2,89,0
CUST-1274,72,88.24,6353.28,Month-to-month,Mailed check,0,0,0,62,1
CUST-1275,43,116.08,4991.44,Month-to-month,Credit card,0,1,2,108,1
CUST-1276,47,98.8,4643.599999999999,One Year,Electronic check,0,0,1,106,0
CUST-1277,63,84.92,5349.96,Two Year,Mailed check,0,1,4,85,0
CUST-1278,11,51.39,565.29,Month-to-month,Credit card,1,0,0,82,0
CUST-1279,14,56.09,785.26,Month-to-month,Credit card,1,0,3,63,1
CUST-1280,10,91.33,913.3,One Year,Electronic check,0,1,1,98,0
CUST-1281,62,34.44,2135.2799999999997,Month-to-month,Electronic check,1,0,3,97,1
CUST-1282,10,63.29,632.9,Two Year,Electronic check,1,0,0,99,0
CUST-1283,53,89.48,4742.4400000000005,Two Year,Mailed check,0,1,0,94,0
CUST-1284,72,53.44,3847.68,Month-to-month,Electronic check,0,1,3,134,1
CUST-1285,29,72.15,2092.3500000000004,Month-to-month,Bank transfer,0,1,0,126,0
CUST-1286,67,40.59,2719.53,Month-to-month,Mailed check,0,1,0,59,0
CUST-1287,12,54.2,650.4000000000001,Month-to-month,Mailed check,0,1,3,76,1
CUST-1288,35,81.79,2862.65,Month-to-month,Credit card,0,1,2,136,1
CUST-1289,3,105.77,317.31,One Year,Electronic check,1,1,1,124,0
CUST-1290,32,118.92,3805.44,One Year,Bank transfer,1,1,1,70,0
CUST-1291,46,116.33,5351.18,Month-to-month,Mailed check,0,0,1,86,1
CUST-1292,50,95.15,4757.5,Month-to-month,Bank transfer,0,1,1,92,1
CUST-1293,4,86.72,346.88,Two Year,Credit card,1,1,2,94,0
CUST-1294,7,88.61,620.27,Month-to-month,Bank transfer,1,1,1,129,1
CUST-1295,71,25.57,1815.47,One Year,Credit card,0,1,1,88,0
CUST-1296,25,38.76,969.0,Two Year,Bank transfer,1,1,1,131,0
CUST-1297,66,43.85,2894.1,One Year,Credit card,0,0,2,94,0
CUST-1298,55,72.64,3995.2,Two Year,Bank transfer,0,1,0,91,0
CUST-1299,69,40.14,2769.66,Month-to-month,Credit card,1,1,0,93,1
CUST-1300,40,111.73,4469.2,Month-to-month,Bank transfer,0,1,3,117,0
CUST-1301,22,50.03,1100.66,One Year,Credit card,0,1,2,76,0
CUST-1302,64,69.0,4416.0,One Year,Bank transfer,0,1,0,99,0
CUST-1303,3,80.28,240.84,Month-to-month,Electronic check,1,0,2,116,1
CUST-1304,68,80.18,5452.240000000001,One Year,Electronic check,0,1,2,103,0
CUST-1305,11,76.68,843.48,One Year,Bank transfer,0,0,0,108,0
CUST-1306,10,114.48,1144.8,Month-to-month,Credit card,0,1,0,81,1
CUST-1307,51,68.58,3497.58,Two Year,Bank transfer,1,0,1,102,0
CUST-1308,35,72.07,2522.45,One Year,Mailed check,1,0,2,72,1
CUST-1309,26,45.48,1182.48,Month-to-month,Electronic check,1,1,2,144,1
CUST-1310,16,23.55,376.8,Month-to-month,Credit card,0,1,0,83,0
CUST-1311,48,60.74,2915.52,Two Year,Bank transfer,0,1,1,52,0
CUST-1312,61,116.91,7131.51,Month-to-month,Electronic check,0,0,3,93,1
CUST-1313,54,68.93,3722.2200000000003,Month-to-month,Electronic check,0,1,2,93,1
CUST-1314,52,83.21,4326.92,One Year,Mailed check,1,1,1,119,0
CUST-1315,48,111.77,5364.96,Month-to-month,Mailed check,1,0,2,90,0
CUST-1316,66,26.56,1752.9599999999998,Month-to-month,Credit card,1,0,1,102,0
CUST-1317,52,54.36,2826.72,Month-to-month,Electronic check,0,0,0,139,1
CUST-1318,7,55.42,387.94,Month-to-month,Mailed check,1,0,1,93,1
CUST-1319,70,71.21,4984.7,Two Year,Electronic check,0,1,2,57,0
CUST-1320,41,76.74,3146.3399999999997,Month-to-month,Electronic check,0,0,1,96,0
CUST-1321,23,118.11,2716.53,Two Year,Credit card,0,1,1,129,0
CUST-1322,6,71.53,429.18,Month-to-month,Bank transfer,0,1,3,102,0
CUST-1323,24,29.31,703.4399999999999,One Year,Bank transfer,0,1,1,60,1
CUST-1324,4,37.95,151.8,Two Year,Credit card,0,1,1,110,0
CUST-1325,60,115.27,6916.2,Month-to-month,Bank transfer,0,0,0,122,1
CUST-1326,45,64.24,2890.7999999999997,One Year,Credit card,1,0,1,106,0
CUST-1327,65,94.42,6137.3,Two Year,Mailed check,1,1,0,139,0
CUST-1328,6,60.56,363.36,Two Year,Electronic check,0,0,2,86,0
CUST-1329,11,52.55,578.05,One Year,Mailed check,0,1,2,79,0
CUST-1330,13,40.07,520.91,Month-to-month,Electronic check,0,1,0,110,0
CUST-1331,65,53.93,3505.45,One Year,Mailed check,0,0,0,122,1
CUST-1332,48,103.26,4956.4800000000005,Month-to-month,Electronic check,0,1,1,127,0
CUST-1333,52,109.61,5699.72,One Year,Bank transfer,1,0,0,117,0
CUST-1334,66,26.52,1750.32,Month-to-month,Credit card,1,0,3,81,0
CUST-1335,26,48.23,1253.98,Month-to-month,Bank transfer,0,1,4,141,1
CUST-1336,30,82.67,2480.1,Two Year,Credit card,1,1,1,103,0
CUST-1337,49,77.96,3820.0399999999995,Two Year,Electronic check,1,1,1,112,0
CUST-1338,10,57.19,571.9,Month-to-month,Credit card,1,1,3,79,0
CUST-1339,9,91.34,822.0600000000001,Month-to-month,Bank transfer,0,1,1,118,0
CUST-1340,2,24.62,49.24,Month-to-month,Electronic check,0,0,2,112,1
CUST-1341,27,20.27,547.29,Month-to-month,Electronic check,0,0,3,81,1
CUST-1342,6,48.36,290.15999999999997,Month-to-month,Mailed check,1,0,1,68,0
CUST-1343,35,68.75,2406.25,Month-to-month,Mailed check,1,0,4,98,1
CUST-1344,11,25.94,285.34000000000003,One Year,Electronic check,0,1,3,106,1
CUST-1345,43,72.48,3116.6400000000003,One Year,Credit card,1,0,0,140,0
CUST-1346,1,53.84,53.84,Two Year,Electronic check,0,1,2,118,0
CUST-1347,13,115.42,1500.46,Month-to-month,Bank transfer,1,0,4,130,1
CUST-1348,11,90.05,990.55,Month-to-month,Bank transfer,1,1,2,82,0
CUST-1349,69,114.92,7929.4800000000005,Month-to-month,Electronic check,0,1,3,147,0
CUST-1350,31,65.03,2015.93,Two Year,Electronic check,1,1,3,120,0
CUST-1351,41,109.45,4487.45,Month-to-month,Electronic check,0,1,1,117,0
CUST-1352,71,95.77,6799.67,Month-to-month,Electronic check,1,1,1,107,0
CUST-1353,27,100.44,2711.88,One Year,Bank transfer,1,0,2,55,1
CUST-1354,31,111.02,3441.62,One Year,Electronic check,0,0,2,69,0
CUST-1355,26,35.13,913.3800000000001,Two Year,Electronic check,0,0,2,57,1
CUST-1356,45,60.0,2700.0,Two Year,Mailed check,0,1,1,81,0
CUST-1357,53,103.3,5474.9,Month-to-month,Bank transfer,0,1,4,102,1
CUST-1358,18,84.12,1514.16,Month-to-month,Electronic check,0,1,3,109,1
CUST-1359,55,97.32,5352.599999999999,Month-to-month,Mailed check,1,0,0,100,0
CUST-1360,36,93.99,3383.64,Month-to-month,Credit card,1,0,0,122,0
CUST-1361,46,76.47,3517.62,One Year,Credit card,1,1,1,102,0
CUST-1362,67,39.91,2673.97,One Year,Electronic check,1,0,4,92,0
CUST-1363,19,49.8,946.1999999999999,Two Year,Mailed check,0,1,1,48,1
CUST-1364,50,48.22,2411.0,One Year,Credit card,0,0,1,69,0
CUST-1365,24,80.36,1928.6399999999999,One Year,Electronic check,0,0,0,50,0
CUST-1366,48,117.09,5620.32,Month-to-month,Electronic check,1,1,2,80,0
CUST-1367,35,93.1,3258.5,Month-to-month,Electronic check,1,1,4,96,0
CUST-1368,71,31.77,2255.67,Month-to-month,Credit card,0,0,1,118,1
CUST-1369,66,22.8,1504.8,Two Year,Credit card,1,0,2,155,0
CUST-1370,2,116.14,232.28,One Year,Electronic check,1,1,1,113,1
CUST-1371,42,80.49,3380.58,Month-to-month,Electronic check,1,0,0,72,0
CUST-1372,66,23.05,1521.3,Month-to-month,Bank transfer,0,1,2,83,0
CUST-1373,10,54.21,542.1,Month-to-month,Mailed check,1,1,1,87,0
CUST-1374,5,105.33,526.65,Month-to-month,Electronic check,0,0,0,83,0
CUST-1375,6,50.88,305.28000000000003,Month-to-month,Electronic check,0,0,1,121,0
CUST-1376,35,119.75,4191.25,Month-to-month,Mailed check,1,1,1,111,0
CUST-1377,26,63.66,1655.1599999999999,Two Year,Credit card,0,1,1,63,0
CUST-1378,27,109.43,2954.61,One Year,Bank transfer,1,0,1,123,0
CUST-1379,72,95.2,6854.400000000001,Month-to-month,Mailed check,1,0,2,148,0
CUST-1380,67,38.37,2570.79,Month-to-month,Credit card,0,1,0,92,0
CUST-1381,9,115.3,1037.7,Two Year,Mailed check,0,0,3,95,1
CUST-1382,13,89.6,1164.8,Month-to-month,Electronic check,0,1,1,104,0
CUST-1383,49,31.43,1540.07,One Year,Credit card,1,0,2,130,0
CUST-1384,42,117.51,4935.42,One Year,Credit card,0,0,1,152,0
CUST-1385,59,22.51,1328.0900000000001,One Year,Mailed check,0,0,3,102,1
CUST-1386,5,101.55,507.75,Two Year,Mailed check,0,0,1,86,0
CUST-1387,72,97.24,7001.28,Two Year,Electronic check,1,0,1,94,0
CUST-1388,44,48.52,2134.88,One Year,Electronic check,0,1,1,72,0
CUST-1389,27,60.37,1629.99,Month-to-month,Mailed check,1,1,2,103,1
CUST-1390,45,29.43,1324.35,Month-to-month,Mailed check,1,0,1,93,1
CUST-1391,69,44.88,3096.7200000000003,Two Year,Electronic check,1,0,2,81,0
CUST-1392,53,118.94,6303.82,Two Year,Mailed check,1,0,2,74,0
CUST-1393,37,43.95,1626.15,One Year,Bank transfer,0,0,1,81,0
CUST-1394,44,40.04,1761.76,Month-to-month,Mailed check,0,1,3,127,1
CUST-1395,7,35.27,246.89000000000001,Month-to-month,Electronic check,0,1,0,74,1
CUST-1396,9,48.06,432.54,Month-to-month,Mailed check,1,0,0,106,0
CUST-1397,16,83.14,1330.24,Month-to-month,Electronic check,1,1,1,107,0
CUST-1398,17,26.38,448.46,Month-to-month,Electronic check,0,0,1,73,1
CUST-1399,45,75.41,3393.45,One Year,Electronic check,1,1,0,109,0
CUST-1400,67,91.68,6142.56,One Year,Electronic check,1,0,3,101,1
CUST-1401,37,26.57,983.09,One Year,Credit card,1,0,0,106,0
CUST-1402,43,105.69,4544.67,Two Year,Bank transfer,0,1,1,105,0
CUST-1403,59,26.73,1577.07,Two Year,Electronic check,0,0,2,83,0
CUST-1404,58,57.39,3328.62,Month-to-month,Mailed check,1,1,0,139,1
CUST-1405,44,53.82,2368.08,One Year,Credit card,1,1,2,43,0
CUST-1406,23,65.56,1507.88,Month-to-month,Credit card,0,0,0,120,1
CUST-1407,44,72.05,3170.2,One Year,Electronic check,1,1,2,146,1
CUST-1408,14,116.45,1630.3,Two Year,Bank transfer,0,1,3,107,0
CUST-1409,43,118.8,5108.4,Month-to-month,Bank transfer,1,1,2,132,1
CUST-1410,20,82.66,1653.1999999999998,One Year,Electronic check,0,1,0,99,1
CUST-1411,32,20.09,642.88,Month-to-month,Electronic check,1,0,0,97,0
CUST-1412,23,60.52,1391.96,Month-to-month,Electronic check,1,1,4,82,0
CUST-1413,52,35.74,1858.48,Month-to-month,Electronic check,0,0,2,95,1
CUST-1414,45,119.14,5361.3,Two Year,Credit card,0,0,2,58,0
CUST-1415,38,91.29,3469.0200000000004,One Year,Bank transfer,0,0,2,75,0
CUST-1416,68,105.35,7163.799999999999,Month-to-month,Electronic check,0,1,1,54,0
CUST-1417,69,107.0,7383.0,One Year,Electronic check,0,1,1,125,0
CUST-1418,45,104.06,4682.7,Month-to-month,Credit card,0,1,3,76,0
CUST-1419,33,90.89,2999.37,Two Year,Electronic check,1,1,2,86,0
CUST-1420,69,51.39,3545.91,Month-to-month,Electronic check,0,0,0,121,0
CUST-1421,6,45.73,274.38,Month-to-month,Electronic check,0,0,1,101,1
CUST-1422,58,67.93,3939.9400000000005,Two Year,Electronic check,1,0,2,104,0
CUST-1423,69,108.53,7488.57,One Year,Credit card,0,0,2,105,0
CUST-1424,15,117.91,1768.6499999999999,Two Year,Electronic check,0,0,1,108,0
CUST-1425,12,30.53,366.36,Two Year,Credit card,0,0,1,114,0
CUST-1426,46,33.81,1555.2600000000002,Month-to-month,Electronic check,0,0,3,102,0
CUST-1427,5,95.69,478.45,Two Year,Credit card,1,0,3,87,0
CUST-1428,52,36.95,1921.4,Two Year,Mailed check,0,1,0,144,0
CUST-1429,41,38.48,1577.6799999999998,Month-to-month,Electronic check,1,1,5,126,1
CUST-1430,33,22.25,734.25,Two Year,Mailed check,0,0,1,76,0
CUST-1431,9,96.82,871.3799999999999,One Year,Bank transfer,0,1,0,96,0
CUST-1432,68,83.29,5663.72,Month-to-month,Electronic check,0,0,1,90,1
CUST-1433,71,55.57,3945.47,One Year,Electronic check,1,1,0,74,0
CUST-1434,34,73.41,2495.94,Two Year,Mailed check,1,1,1,133,0
CUST-1435,71,79.97,5677.87,Month-to-month,Electronic check,0,0,1,129,0
CUST-1436,53,38.23,2026.1899999999998,Month-to-month,Bank transfer,0,1,2,71,1
CUST-1437,27,23.91,645.57,One Year,Bank transfer,0,1,0,112,0
CUST-1438,64,96.22,6158.08,Month-to-month,Credit card,0,1,0,72,0
CUST-1439,47,86.51,4065.9700000000003,Month-to-month,Credit card,1,1,0,105,0
CUST-1440,56,39.14,2191.84,Two Year,Electronic check,0,0,3,90,0
CUST-1441,43,105.58,4539.94,Month-to-month,Mailed check,0,1,3,88,1
CUST-1442,50,77.09,3854.5,Month-to-month,Credit card,0,0,1,77,0
CUST-1443,60,81.94,4916.4,Two Year,Bank transfer,0,1,1,82,0
CUST-1444,55,58.94,3241.7,Two Year,Mailed check,0,1,0,52,0
CUST-1445,49,49.68,2434.32,Month-to-month,Bank transfer,1,0,0,120,0
CUST-1446,57,117.22,6681.54,Month-to-month,Bank transfer,1,1,4,131,0
CUST-1447,42,87.12,3659.04,Month-to-month,Bank transfer,0,0,1,110,0
CUST-1448,3,77.11,231.32999999999998,Two Year,Electronic check,0,0,0,124,0
CUST-1449,40,33.86,1354.4,One Year,Mailed check,1,1,2,85,0
CUST-1450,34,66.06,2246.04,Month-to-month,Electronic check,1,0,1,112,1
CUST-1451,31,63.11,1956.41,One Year,Electronic check,0,1,1,118,1
CUST-1452,2,23.82,47.64,Month-to-month,Credit card,1,0,0,99,0
CUST-1453,43,118.71,5104.53,Month-to-month,Credit card,0,1,3,97,0
CUST-1454,29,111.46,3232.3399999999997,Month-to-month,Bank transfer,1,0,1,120,0
CUST-1455,56,75.4,4222.400000000001,Month-to-month,Credit card,1,0,2,140,0
CUST-1456,50,41.43,2071.5,Two Year,Bank transfer,0,0,3,74,0
CUST-1457,38,36.88,1401.44,Month-to-month,Credit card,1,0,1,74,0
CUST-1458,68,86.97,5913.96,Two Year,Mailed check,1,1,5,100,0
CUST-1459,71,93.73,6654.83,One Year,Credit card,1,0,1,116,0
CUST-1460,29,116.51,3378.79,One Year,Mailed check,0,1,2,92,0
CUST-1461,59,89.77,5296.429999999999,Month-to-month,Electronic check,0,1,1,80,1
CUST-1462,50,96.5,4825.0,Month-to-month,Credit card,1,0,1,109,0
CUST-1463,29,55.86,1619.94,Two Year,Credit card,1,0,1,119,0
CUST-1464,22,62.87,1383.1399999999999,Month-to-month,Credit card,0,0,2,83,1
CUST-1465,5,79.43,397.15000000000003,One Year,Electronic check,1,1,1,78,1
CUST-1466,14,77.82,1089.48,Month-to-month,Electronic check,0,0,1,114,0
CUST-1467,72,68.8,4953.599999999999,Month-to-month,Bank transfer,0,1,2,98,0
CUST-1468,60,113.31,6798.6,Two Year,Bank transfer,1,0,3,101,0
CUST-1469,63,37.53,2364.39,Month-to-month,Credit card,1,1,2,76,0
CUST-1470,32,22.72,727.04,Month-to-month,Electronic check,1,0,4,156,0
CUST-1471,66,84.1,5550.599999999999,One Year,Electronic check,0,1,0,110,0
CUST-1472,13,40.6,527.8000000000001,Month-to-month,Electronic check,1,1,3,103,1
CUST-1473,18,77.63,1397.34,Month-to-month,Electronic check,1,1,2,104,0
CUST-1474,2,102.92,205.84,Month-to-month,Mailed check,0,0,1,101,1
CUST-1475,51,26.73,1363.23,Two Year,Bank transfer,0,0,4,139,0
CUST-1476,9,56.31,506.79,Two Year,Bank transfer,0,0,2,68,1
CUST-1477,57,93.58,5334.0599999999995,Two Year,Credit card,1,0,1,87,0
CUST-1478,72,73.11,5263.92,Month-to-month,Bank transfer,1,0,2,74,0
CUST-1479,43,111.96,4814.28,One Year,Mailed check,1,1,1,115,0
CUST-1480,37,38.69,1431.53,Month-to-month,Electronic check,1,0,3,96,1
CUST-1481,55,37.51,2063.0499999999997,Two Year,Credit card,0,1,1,111,0
CUST-1482,64,29.24,1871.36,Month-to-month,Bank transfer,0,0,2,94,0
CUST-1483,11,62.98,692.78,Month-to-month,Bank transfer,0,1,2,99,1
CUST-1484,12,97.13,1165.56,One Year,Bank transfer,1,0,2,117,0
CUST-1485,26,88.03,2288.78,Month-to-month,Electronic check,1,1,2,138,1
CUST-1486,18,64.56,1162.08,Month-to-month,Bank transfer,0,1,2,87,1
CUST-1487,17,45.76,777.92,One Year,Mailed check,1,1,0,68,0
CUST-1488,70,23.36,1635.2,Two Year,Credit card,0,0,3,93,0
CUST-1489,72,23.39,1684.08,Two Year,Credit card,0,0,0,41,1
CUST-1490,47,53.5,2514.5,Two Year,Electronic check,0,1,1,93,0
CUST-1491,20,85.92,1718.4,Month-to-month,Credit card,1,0,3,140,0
CUST-1492,18,77.6,1396.8,One Year,Electronic check,1,0,1,126,0
CUST-1493,4,36.33,145.32,Two Year,Credit card,0,0,3,153,0
CUST-1494,15,99.47,1492.05,One Year,Electronic check,1,0,1,119,0
CUST-1495,62,52.82,3274.84,Month-to-month,Bank transfer,1,0,0,114,0
CUST-1496,3,46.43,139.29,One Year,Electronic check,0,0,2,68,1
CUST-1497,56,54.89,3073.84,Month-to-month,Electronic check,1,1,4,62,1
CUST-1498,32,42.66,1365.12,Two Year,Electronic check,1,1,2,145,0
CUST-1499,15,57.76,866.4,Month-to-month,Bank transfer,1,1,1,64,0
CUST-1500,53,47.3,2506.8999999999996,Month-to-month,Electronic check,0,1,1,54,0
CUST-1501,13,93.21,1211.73,Month-to-month,Electronic check,0,1,2,69,0
CUST-1502,56,41.18,2306.08,Month-to-month,Electronic check,0,0,1,78,0
CUST-1503,7,33.46,234.22,Month-to-month,Electronic check,0,1,2,129,0
CUST-1504,40,76.93,3077.2000000000003,Two Year,Electronic check,0,0,1,95,1
